id,acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence,target,song_title,artist,
1553,0.96,0.32,325400,156,904,2,0.0775,-12258,1,33,159618,3.0,0.0623,0,The Last Goodbye,Nicholas Payton,
1554,0.96,411,246067,0.0416,925,1,64,-23.23,1,0.0414,97.96,4.0,0.0746,0,Where Do You Start,Brad Mehldau Trio,
1555,748,0.52,341667,0.0748,633,8,102,-24477,1,0.0497,107327,4.0,134,0,The Man I Love,Marcus Roberts,
1556,905,0.42,257693,0.0802,857,7,135,-21795,1,0.04,122041,3.0,0.0513,0,Gary's Theme - Remastered,Bill Evans,
1557,912,399,325587,307,623,1,115,-14.38,1,0.0347,116308,4.0,0.0621,0,Trust,Roy Hargrove,
1558,937,428,240093,0.3,658,0,168,-8885,1,34,122667,5.0,221,0,The Folks Who Live on the Hill,Joshua Redman,
1559,717,423,335333,158,0.0075,0,0.0975,-15.59,0,0.0346,106974,4.0,0.19,0,All The Way,Bob Berg,
1560,0.93,336,314493,328,732,7,111,-15005,0,0.0386,184007,3.0,198,0,Emperor Jones - Instrumental,Joe Lovano,
1561,903,257,376573,216,134,8,0.0979,-16266,0,0.0365,65125,3.0,0.19,0,Isadora,Christian Scott,
1562,901,368,428973,0.14,874,0,0.0688,-15005,0,45,61758,4.0,172,0,I Remember Clifford,Lee Morgan,
1563,195,323,244867,118,694,5,241,-22751,0,0.0449,79554,4.0,0.0706,0,Sous le Ciel de Paris,Jacky Terrasson,
1564,978,575,258040,0.0935,452,3,109,-15906,1,0.0858,65.23,4.0,289,0,You Go To My Head,Art Pepper,
1565,0.91,421,763467,0.0967,415,7,218,-16441,0,0.0509,77401,4.0,183,0,Gloomy Sunday,Branford Marsalis,
1566,936,358,212493,0.16,0.34,8,0.0896,-12658,0,0.0352,179955,3.0,246,0,I Didn't Know About You,Johnny Hodges,
1567,918,331,507533,0.0861,902,5,106,-21226,1,0.0354,107436,4.0,152,0,I Have Dreamed,Christian McBride,
1568,971,633,149072,0.12,871,5,121,-20066,0,0.0428,115.51,3.0,473,0,Fools Rush In,Teddy Wilson,
1569,899,461,477173,0.0389,15,0,0.0927,-20482,1,0.0399,109374,4.0,121,0,Dreamsville,David Halliday,
1570,827,458,482187,217,805,5,194,-16582,1,0.0328,107506,4.0,125,0,Old Folks,Xavier Davis,
1571,972,448,308893,0.0532,876,5,0.0863,-27.35,1,0.0454,99757,4.0,189,0,I Got It Bad And That Ain't Good,Oscar Peterson Trio,
1572,0.97,509,252947,0.0461,911,1,134,-10693,1,0.0427,132709,4.0,368,0,My Romance,Gene Ammons,
1573,949,386,567920,148,792,0,0.0665,-18921,0,0.0367,94.88,4.0,128,0,The Peacocks,Anthony Wonsey Trio,
1574,973,407,418000,106,0.0762,1,123,-19078,1,0.0375,94231,4.0,0.23,0,A Nightingale Sang In Berkeley Square,Stan Getz,
1575,967,384,206040,0.0544,964,0,115,-19791,1,0.0485,181262,3.0,301,0,A Hundred Dreams from Now,Ray Bryant,
1576,978,514,323200,0.0814,0.00873,0,219,-17149,0,0.0361,64.97,3.0,235,0,My Little Brown Book,Duke Ellington,
1577,577,848,261933,465,0.0543,1,101,-9029,0,0.0524,94.02,4.0,622,0,Moving On and Getting Over,John Mayer,
1578,144,736,185588,616,2.29e-06,4,268,-8016,1,0.0345,101966,4.0,0.89,0,Safe,Bay Ledges,
1579,652,865,246610,548,0.0161,10,113,-7379,0,192,109989,4.0,879,0,Second Nature,Stalking Gia,
1580,311,677,236786,738,0.000144,6,138,-6287,1,0.0467,98963,4.0,561,0,The Best Crew,Tep No,
1581,273,784,266455,587,0.0107,9,356,-6361,1,0.0422,107999,4.0,0.85,0,Hideout,Parcels,
1582,0.83,534,238265,582,0.0,2,125,-6.22,1,0.0424,186346,4.0,289,0,No Le Digas Que Hacer,Karina Vismara,
1583,826,876,51547,301,0.0,0,419,-7866,1,0.0436,69009,4.0,932,0,Peas Pudding Hot,The Kids Band,
1584,791,718,144733,315,0.0,6,228,-13869,1,181,96981,4.0,592,0,Biscuits in the Oven,Raffi,
1585,0.0071,498,106680,721,0.0,4,122,-6695,1,0.0327,93.31,4.0,673,0,Jelly Beans,The Hipwaders,
1586,0.0336,0.89,129187,891,0.0,2,97,-5542,1,0.0483,119993,4.0,947,0,My Favorite Snack,Imagination Movers,
1587,649,603,100693,355,0.0,0,0.0952,-9624,1,0.0566,111405,4.0,441,0,Curse of the Spinach,Trout Fishing in America,
1588,519,567,160133,436,0.0,2,247,-9.45,1,158,97206,4.0,598,0,Mosquito Burrito,Roger Day,
1589,147,554,191947,844,7.27e-06,9,329,-7763,1,0.0468,159119,4.0,935,0,C'mon Let's Make A Pizza,We Kids Rock,
1590,461,873,127227,511,1.22e-06,2,0.0655,-12303,1,0.0368,127.93,4.0,972,0,Jelly On A Plate,The Kids Band,
1591,741,941,47547,256,1.06e-05,1,0.0841,-11478,1,108,110082,4.0,545,0,Little Green Apple,Tumble Tots,
1592,809,802,156373,288,0.0,7,0.0745,-11372,1,129,119882,4.0,722,0,Always Chew Your Food,Trout Fishing in America,
1593,278,693,87705,578,1.52e-06,0,121,-11129,1,0.18,78158,4.0,851,0,"Icy, Creamy Ice Cream",Barney,
1594,995,471,82293,0.0148,934,3,181,-33097,1,0.0558,102271,3.0,183,0,"Lyric Pieces, Book I Op. 12: I. Arietta",Edvard Grieg,
1595,915,277,295747,0.0156,0.00654,7,148,-24801,1,0.0482,117119,3.0,0.0855,0,"String Quartet No. 4 in C Major, D. 46: II. Andante con moto",Franz Schubert,
1596,995,333,221173,0.0288,819,1,73,-31367,1,0.0423,100189,3.0,0.0857,0,"8 Fantasiestücke, Op.12 : 1. Des Abends",Robert Schumann,
1597,971,338,455307,0.0539,328,9,121,-21863,0,0.0414,103861,4.0,205,0,"String Quartet No. 5 in C Major, Op. 29, ""Serenade"": II. Ballata: Allegretto scherzando",Wilhelm Stenhammar,
1598,953,156,458000,23,338,10,165,-31082,1,0.0445,140715,4.0,0.0588,0,"Piano Quartet in E flat, Op.47: 3. Andante cantabile",Robert Schumann,
1599,993,294,621280,142,912,7,0.0673,-20374,1,0.0388,94296,4.0,199,0,"Piano Sonata No. 18 in G Major, Op. 78, D. 894: IV. Allegretto",Franz Schubert,
1600,913,152,275653,0.0626,0.00204,5,142,-20947,1,0.0395,137174,5.0,0.0484,0,"Trio Sonata in G Major, Wq. 144: I. Adagio",Carl Philipp Emanuel Bach,
1601,983,236,260000,0.0632,452,10,101,-21189,0,0.0439,133959,5.0,0.0559,0,"Trio No. 2 en Mi Mineur, Op. 92: III. Andante con moto",Camille Saint-Saëns,
1602,951,173,649415,0.0619,526,5,132,-20788,1,0.0466,72695,4.0,0.0886,0,"String Quintet in C Major, Op. 29: II. Adagio molto espressivo",Ludwig van Beethoven,
1603,991,295,784013,0.0918,884,0,114,-22769,0,0.0385,98939,4.0,119,0,Viola Sonata in C Minor: III. Andante con variazioni,Felix Mendelssohn,
1604,0.0841,757,175238,867,0.0992,0,125,-2529,0,0.0362,125962,4.0,518,0,Magic City,Wahlstedt,
1605,0.0319,514,184762,862,171,0,119,-6329,0,156,126112,4.0,487,0,Livin' 4 Ya,MOTi,
1606,0.0682,412,257846,0.83,0.00739,3,108,-4976,0,0.0651,127894,4.0,239,0,Last Chance,Kaskade,
1607,0.00623,654,236308,728,404,6,688,-8477,0,0.0577,130006,4.0,281,0,Nite Time - Ruby & Tony Radio Edit,George Acosta,
1608,43,638,196132,828,0.0,7,0.0903,-4.53,1,0.0393,122037,4.0,102,0,Satellites,DubVision,
1609,0.0316,591,185171,881,0.00203,6,303,-4073,0,0.0614,128076,4.0,0.16,0,Can't Take It,Breathe Carolina,
1610,59,624,187838,732,0.0142,4,254,-6372,0,0.0273,132025,4.0,292,0,All Aloud,Adrian Lux,
1611,282,369,187549,801,0.0,1,266,-5302,1,384,128.09,4.0,311,0,Close,IZECOLD,
1612,0.0058,704,377153,962,128,7,0.22,-3095,1,115,127997,4.0,0.0727,0,Cascade - Original Mix,Tommy Trash,
1613,141,0.48,179893,878,0.0,6,0.0587,-6.59,0,0.0743,136006,4.0,0.19,0,Waiting,Dash Berlin,
1614,0.0086,707,220640,471,0.00839,9,179,-7667,1,0.0354,125014,4.0,354,0,Everytime We Touch,David Guetta - Sébastian Ingrosso - Joachim Garraud - Chris Willis - Steve Angello,
1615,0.00732,623,192000,975,0.16,3,0.0614,-2632,0,109,125.94,4.0,247,0,Milky Way,Madison Mars,
1616,0.00837,184,221286,871,167,8,0.15,-3245,0,0.0661,127972,4.0,213,0,You,Galantis,
1617,24,691,381732,951,0.0412,0,0.0316,-4989,1,0.0879,126989,4.0,617,0,La Tromba Risin' (feat. Tasita D'Mour),Chris Lake,
1618,0.00259,0.66,254879,652,0.0,8,0.0673,-4747,1,0.0582,127977,4.0,167,0,Crash 2.0 (Adventure Club vs. DallasK),Adventure Club,
1619,0.00338,569,190155,896,958,1,0.0633,-3114,1,0.0489,128083,4.0,113,0,Raven,John Dahlbäck,
1620,0.00689,798,194000,809,0.0765,1,0.0998,-5898,0,63,120044,4.0,766,0,Icarus - Black Caviar Remix,R3hab,
1621,475,539,209531,936,104,10,106,-3803,1,112,128015,4.0,211,0,Wasted Love (feat. Dougy),Steve Angello,
1622,0.00695,583,233239,748,0.0241,6,0.22,-4798,1,0.0292,142029,4.0,234,0,Summer,Marshmello,
1623,0.0362,0.56,162383,916,0.000963,7,102,-3328,0,0.0661,144933,4.0,577,0,Catch Me (feat. Naaz),Flux Pavilion,
1624,0.0144,507,213338,665,0.0,0,0.0759,-7598,1,0.0474,126879,4.0,406,0,Save the World - Radio Mix,Swedish House Mafia,
1625,0.00164,703,346930,684,0.000378,8,0.0744,-6532,1,0.0778,126027,4.0,222,0,"Wild One Two - feat. David Guetta, Nicky Romero & Sia",Jack Back,
1626,0.00136,526,322227,861,732,2,596,-5871,0,0.0587,128032,4.0,114,0,Fire In Your New Shoes (feat. Martina of Dragonette) - Sultan & Ned Shepard Electric Daisy Remix,Kaskade,
1627,0.0124,412,205440,871,0.000128,1,0.2,-4893,0,0.0458,125043,4.0,132,0,Calling (Lose My Mind) - Radio Edit,Sebastian Ingrosso,
1628,0.0168,737,368476,614,0.0534,6,0.0682,-6001,0,0.4,127987,4.0,394,0,Language,Porter Robinson,
1629,8.45e-05,649,214042,706,831,8,163,-7209,0,31,128032,4.0,0.0744,0,Strobe - Radio Edit,deadmau5,
1630,0.0896,0.49,200992,811,0.0,1,0.0898,-2524,0,44,125965,4.0,564,0,Seek Bromance (Avicii Vocal Edit) - Avicii Vocal Edit,Tim Berg,
1631,0.00429,502,248447,756,769,7,377,-6118,0,0.0363,128125,4.0,0.0605,0,Poison,Martin Garrix,
1632,241,713,208620,0.81,0.0,0,0.0936,-3353,0,0.0918,130006,4.0,667,0,Take Over Control - Radio Edit,Afrojack,
1633,0.00338,575,300013,913,816,7,605,-6081,1,0.0402,128014,4.0,208,0,Teenage Crime - Axwell & Henrik B Remode,Adrian Lux,
1634,0.0375,747,166138,877,0.000833,9,233,-3782,0,0.0664,107991,4.0,763,0,Light It Up (feat. Nyla & Fuse ODG) [Remix],Major Lazer,
1635,21,719,251429,0.81,672,8,0.5,-4769,0,0.0672,126033,4.0,483,0,Turn Me Up - ViP Mix,MOTi,
1636,0.0732,509,221274,729,2.73e-05,1,233,-4773,1,0.0343,127871,4.0,185,0,Together,Martin Garrix,
1637,0.0663,393,147231,0.94,0.00264,6,546,-3894,0,0.0718,129958,4.0,293,0,Whatcha Need,W&W,
1638,0.0534,605,199904,873,837,1,314,-5938,0,0.0344,126026,4.0,0.47,0,Levels - Radio Edit,Avicii,
1639,0.0291,589,212627,651,3.2e-06,6,111,-5097,1,0.0306,90011,4.0,161,0,Faded,Alan Walker,
1640,0.0344,561,235873,771,0.000151,1,0.0756,-5533,1,36,128025,4.0,212,0,Move for Me,Kaskade,
1641,0.09,692,183747,898,941,10,478,-5276,1,44,127993,4.0,331,0,Turn up the Speakers - Radio Edit,Afrojack,
1642,0.00233,672,295035,785,127,8,111,-4473,1,0.0346,122999,4.0,352,0,Counting Down The Days - Yotto Edit,Above & Beyond,
1643,0.00626,691,203302,721,0.000562,11,297,-6206,1,0.03,117021,4.0,463,0,Summer Dreams,Michael Brun,
1644,0.000552,841,485293,673,419,9,228,-7361,0,119,127006,4.0,197,0,Changes - Dirty South Remix,Chris Lake Feat. Laura V,
1645,31,0.51,210013,747,0.0,5,233,-4124,1,0.0651,125951,4.0,349,0,Heroes (we could be),Alesso,
1646,0.0583,516,174500,786,1.77e-06,4,662,-5514,0,106,130069,4.0,182,0,Everything,R3hab,
1647,0.00346,723,176561,809,0.00123,7,565,-3081,0,0.0625,98007,4.0,271,0,Lean On (feat. MØ & DJ Snake),Major Lazer,
1648,0.00354,568,196000,928,0.0211,10,478,-3556,1,45,122997,4.0,0.57,0,Starlight - Radio Mix,SOVI,
1649,0.0028,476,226867,815,0.00593,4,357,-5073,1,0.0359,127964,4.0,144,0,City Of Dreams - Radio Edit,Dirty South,
1650,0.00388,605,325714,642,598,3,102,-7002,1,0.0411,125967,4.0,157,0,Chords Of Life - Original Mix,Tim Mason,
1651,0.0856,605,235000,884,0.000162,7,0.0501,-3094,0,0.0611,125989,4.0,364,0,Blackout - Madison Mars Radio Mix,Tritonal,
1652,0.00273,408,247655,849,3.04e-05,11,139,-5284,0,0.0646,174029,4.0,141,0,Freak,Friction,
1653,0.00158,598,383495,534,124,4,319,-5666,0,0.0272,115005,4.0,0.0473,0,Skyscrapers,Daydreamer,
1654,0.0344,529,222075,955,4.55e-05,10,353,-2.59,0,0.0794,125988,4.0,102,0,Chemicals - Radio Edit,Tiësto,
1655,0.00481,475,224973,838,0.0,1,304,-2948,0,0.0666,127921,4.0,236,0,Run Wild - Alternative Edit Mix Cut,Hardwell,
1656,0.0111,668,212323,977,0.17,1,363,-2673,1,0.0515,128.06,3.0,561,0,Blackout,Pegboard Nerds,
1657,0.0178,0.69,230792,841,0.79,4,137,-5592,0,0.0868,130052,4.0,533,0,Rock The House - Radio Edit,Afrojack,
1658,0.0268,624,157452,923,0.000228,9,0.0509,-5449,0,0.0335,124994,4.0,0.39,0,Sweet Memories,CID,
1659,0.0711,719,313580,737,0.00285,2,304,-5219,1,32,127991,4.0,356,0,Borrowed Lives (feat. NVDES),Pierce Fulton,
1660,0.0107,631,235025,893,0.00632,7,147,-5123,1,0.0411,130015,4.0,558,0,Concrete Angel (Radio Edit) (feat. Christina Novelli),Gareth Emery,
1661,0.0024,0.54,201290,933,954,2,371,-6784,1,0.0364,123988,4.0,0.23,0,Yebisah,Mark Knight,
1662,306,546,191250,772,0.0,5,0.0733,-5311,0,0.0477,127942,4.0,255,0,Otherside,Suyano,
1663,0.00281,608,219398,878,4.83e-06,0,415,-3631,1,0.0765,128069,4.0,326,0,Falling Back - Radio Edit,Cosmic Gate,
1664,0.0294,591,228347,649,0.0,3,133,-6.72,1,0.0417,90002,4.0,482,0,Fireflies,Owl City,
1665,0.0314,559,205933,882,1.71e-05,3,605,-4281,1,157,126064,4.0,644,0,Good Time,Owl City,
1666,0.0243,631,218093,838,0.0,11,0.0512,-6817,0,0.0818,127938,4.0,392,0,When Can I See You Again?,Owl City,
1667,0.0002,0.55,213026,747,1.44e-06,2,113,-6897,1,0.0334,128014,4.0,185,0,Verge,Owl City,
1668,0.0082,581,231707,526,0.000369,11,113,-7584,1,0.0265,166151,4.0,551,0,Vanilla Twilight,Owl City,
1669,0.0359,761,219120,639,0.0,5,0.0945,-7577,0,0.0539,164088,4.0,933,0,You Make Me Wanna...,Usher,
1670,157,715,277320,721,1.75e-06,8,309,-5622,0,0.0541,86.26,4.0,814,0,Can't You See,Total,
1671,0.27,0.67,254147,348,0.0,0,104,-12229,1,138,113306,5.0,0.81,0,Lost Without U,Robin Thicke,
1672,0.0757,572,297893,853,0.0,1,0.0798,-3203,1,217,171297,4.0,0.0995,0,'Till I Collapse,Eminem,
1673,114,858,290836,697,0.0,2,224,-5361,1,0.23,98012,4.0,365,0,$ave Dat Money (feat. Fetty Wap & Rich Homie Quan),Lil Dicky,
1674,0.000175,537,127427,624,2.2e-06,11,116,-8794,1,325,102315,4.0,0.4,0,Calm Down,G-Eazy,
1675,0.0583,688,230493,835,2.87e-06,8,0.0795,-4162,1,0.0911,84858,4.0,879,0,Remember The Name (feat. Styles Of Beyond),Fort Minor,
1676,0.00436,578,233182,909,0.00128,7,707,-3672,1,105,87983,4.0,518,0,Mind Tricks,Bassnectar,
1677,0.00107,507,215291,918,8.7e-06,2,311,-4684,1,0.0701,92006,4.0,275,0,Help,Papa Roach,
1678,0.0765,0.54,231107,661,0.0,3,125,-5534,0,0.0381,90012,4.0,509,0,Follow You,Bring Me The Horizon,
1679,0.00278,231,200920,791,0.00055,4,396,-4297,0,0.0446,87337,4.0,404,0,Snow Cats,AFI,
1680,4.82e-05,409,200677,992,2.03e-06,3,0.1,-2803,0,108,149859,4.0,339,0,Paranoia,A Day To Remember,
1681,0.000285,458,211430,0.99,0.000893,8,454,-3717,1,183,166904,4.0,462,0,Hated,Beartooth,
1682,4.24e-05,396,257120,912,631,7,124,-4026,0,0.0856,125923,4.0,146,0,Shock Me,Baroness,
1683,1.85e-05,0.55,238653,917,214,7,0.0333,-4575,1,0.0378,109552,3.0,247,0,The Devil's Bleeding Crown,Volbeat,
1684,6.04e-05,505,219763,985,1.02e-05,5,351,-4401,1,119,119993,4.0,267,0,Go Down in History,Four Year Strong,
1685,2.79e-05,351,165047,915,0.0725,1,0.0972,-4.53,0,0.0881,184815,4.0,457,0,Serpents,Neck Deep,
1686,0.00267,442,239451,892,7.92e-06,9,0.0758,-6431,0,86,151914,4.0,258,0,Black Honey,Thrice,
1687,0.000353,0.42,210240,929,0.000747,7,122,-3899,0,121,127204,4.0,318,0,Chop Suey!,System Of A Down,
1688,0.0245,623,228467,886,0.0,1,247,-3044,1,0.0404,92021,4.0,691,0,Something To Believe In,Young the Giant,
1689,0.00643,585,216760,757,0.0,4,741,-5424,1,0.0302,109781,4.0,615,0,She Hates Me,Puddle Of Mudd,
1690,0.0154,559,213093,895,0.0,1,175,-4476,0,0.0832,183825,4.0,563,0,Don't Threaten Me With A Good Time,Panic! At The Disco,
1691,0.00172,542,203347,905,0.0104,9,136,-5653,1,54,153398,4.0,365,0,Sex on Fire,Kings of Leon,
1692,122,0.7,234308,714,0.0,9,0.0428,-6295,0,104,99909,4.0,482,0,Cold,Maroon 5,
1693,119,0.64,220781,533,0.0,0,0.0864,-6596,1,0.0706,99968,4.0,0.5,0,It Ain't Me (with Selena Gomez),Kygo,
1694,687,393,239451,505,0.0,5,101,-7048,1,0.0289,163938,3.0,205,0,Bring Me the Night,Sam Tsui feat. Kina Grannis,
1695,0.0109,599,212013,677,8.04e-06,0,0.0612,-4722,0,35,81021,4.0,458,0,Crush,David Archuleta,
1696,0.0576,591,218373,866,0.0,2,146,-2877,1,0.0536,86981,4.0,496,0,Song 2 You,Victorious Cast,
1697,0.0109,616,179600,0.91,0.0,8,0.0806,-3316,0,124,150038,4.0,709,0,L.A. Boyz,Victorious Cast feat. Victoria Justice and Ariana Grande,
1698,0.0197,593,194893,814,0.0,9,0.18,-4802,1,166,146919,4.0,0.47,0,Faster than Boyz,Victorious Cast,
1699,0.000501,581,197160,0.86,0.0,10,305,-3459,1,36,122941,4.0,0.48,0,Bad Boys,Victorious Cast,
1700,0.0123,428,221720,781,1.47e-05,6,104,-5032,0,0.0608,82353,4.0,0.72,0,"Too Little, Too Late",JoJo,
1701,799,0.66,304293,255,0.0,10,0.0797,-9.79,1,0.0278,103087,4.0,508,0,Fast Car (feat. Kina Grannis),Kina Grannis,
1702,474,672,184960,396,0.0,2,0.0921,-9489,0,0.0349,130015,4.0,464,0,In Your Arms,Kina Grannis,
1703,292,862,150707,351,0.0,9,105,-11793,1,0.0439,124964,4.0,504,0,Valentine,Kina Grannis,
1704,436,696,157187,439,0.0,7,353,-9438,1,0.07,135925,4.0,686,0,The One You Say Goodnight To,Kina Grannis,
1705,167,631,253107,591,0.0,11,0.0812,-7669,1,0.0333,137917,4.0,459,0,Gone,Kina Grannis,
1706,0.00634,637,195167,507,0.0,6,386,-9.59,0,0.0283,105932,4.0,566,0,Strong Enough,Kina Grannis,
1707,226,546,231240,522,0.0,4,129,-7113,1,0.0361,117299,4.0,494,0,Without Me,Kina Grannis,
1708,0.0784,593,208000,872,0.0,1,286,-4525,0,0.0959,91964,4.0,521,0,L.A. Story,Sammy Adams,
1709,112,688,186800,795,0.0,5,133,-6161,1,47,125044,4.0,773,0,Something About the Sunshine,Anna Margaret,
1710,114,586,176360,896,0.0,3,175,-4572,1,0.11,94954,4.0,353,0,Like Nobody's Around,Big Time Rush,
1711,101,403,201720,883,0.0,4,109,-3385,1,87,202013,4.0,769,0,Amazing,Big Time Rush,
1712,0.0987,614,201040,857,0.0,1,177,-4171,0,111,164146,4.0,655,0,Boyfriend,Big Time Rush,
1713,0.0735,531,224333,771,0.0,4,0.17,-6162,1,0.0468,159973,4.0,608,0,Worldwide,Big Time Rush,
1714,0.0273,599,197587,888,0.0,11,0.28,-2931,0,0.0514,121.05,4.0,0.84,0,Big Time Rush,Big Time Rush,
1715,178,644,200613,842,0.0,8,0.0796,-4787,1,0.0429,99.05,4.0,852,0,Popular Song,MIKA,
1716,0.0671,543,183960,852,0.0,1,0.0822,-3737,1,0.0787,129023,4.0,689,0,All About Tonight - featuring Cymphonique Miller,How To Rock Cast,
1717,219,638,209933,705,0.0,2,156,-4.47,1,35,91961,4.0,292,0,Count On You,Big Time Rush,
1718,0.0196,437,175587,802,0.0,2,0.0709,-5709,1,0.0997,121387,5.0,604,0,I Know You Know,Big Time Rush,
1719,0.000479,695,218187,579,0.0,0,0.0556,-5066,1,0.0325,88957,4.0,731,0,Bring It All to Me,Blaque,
1720,0.0117,0.85,258113,398,0.0,7,263,-9816,1,0.0534,99717,4.0,717,0,Too Close,Next,
1721,0.0453,841,278467,552,0.00154,7,0.0533,-10345,1,0.0498,99018,4.0,596,0,I'm So Into You,SWV,
1722,409,618,291880,688,6.32e-06,5,0.3,-5867,0,0.0477,78311,4.0,561,0,Don't Let Go (Love),En Vogue,
1723,0.0029,583,271093,681,6.03e-05,11,0.0999,-8152,0,0.0585,188256,4.0,0.57,0,Candy Rain,Soul For Real,
1724,67,829,243159,652,0.0,7,0.0812,-8693,0,108,99581,4.0,717,0,Wifey,Next,
1725,396,635,329907,0.53,0.0,8,118,-8.1,1,0.0328,116631,4.0,204,0,On Bended Knee,Boyz II Men,
1726,267,809,275080,522,1.97e-05,10,0.0729,-8747,0,0.0821,99001,4.0,879,0,Get It On Tonite,Montell Jordan,
1727,74,642,348893,421,0.0,5,0.0676,-9.32,0,0.0237,74849,3.0,453,0,End Of The Road,Boyz II Men,
1728,105,563,235853,487,0.0,2,0.0884,-7775,1,0.0234,142.53,3.0,248,0,I'll Make Love To You,Boyz II Men,
1729,468,578,201280,375,0.0,0,156,-12951,1,0.0272,89605,4.0,561,0,Water Runs Dry,Boyz II Men,
1730,499,571,301587,447,0.0,7,125,-8757,1,0.0338,75019,4.0,162,0,A Song For Mama,Boyz II Men,
1731,0.0788,873,301200,591,0.0071,7,104,-8942,1,102,123091,4.0,0.49,0,Together Again,Janet Jackson,
1732,135,729,272360,914,0.000672,2,156,-4043,1,41,127907,4.0,918,0,Someone To Call My Lover,Janet Jackson,
1733,0.0264,815,283934,944,0.00038,1,181,-6698,1,0.0513,115219,4.0,681,0,Escapade,Janet Jackson,
1734,0.0198,571,199640,0.87,6.6e-06,8,0.0564,-3877,0,0.0641,172716,4.0,815,0,Bye Bye Bye,*NSYNC,
1735,0.3,0.55,266293,563,0.0,2,122,-7019,1,0.0313,166004,4.0,462,0,This I Promise You - Radio Edit,*NSYNC,
1736,0.0479,647,191280,0.87,0.0,0,0.0485,-4702,0,0.0798,165103,4.0,906,0,It's Gonna Be Me,*NSYNC,
1737,0.44,468,243493,535,0.0,10,101,-8264,1,0.0436,168001,4.0,298,0,God Must Have Spent a Little More Time on You - Remix,*NSYNC,
1738,0.0743,754,199787,946,0.000391,8,401,-2149,0,0.0403,112042,4.0,865,0,I Want You Back - Radio Edit,*NSYNC,
1739,0.0412,841,175520,866,0.0,11,212,-6342,1,118,119941,4.0,875,0,Pop - Radio Version,*NSYNC,
1740,0.00799,685,209560,872,0.0,7,323,-6939,1,0.0321,110046,4.0,806,0,Tearin' up My Heart - Radio Edit,*NSYNC,
1741,0.16,773,211907,801,0.0,0,111,-5562,1,0.0281,98205,4.0,0.8,0,As Long as You Love Me,Backstreet Boys,
1742,66,798,232027,862,1.65e-06,11,168,-4.95,0,0.0336,100031,4.0,893,0,Quit Playing Games (With My Heart),Backstreet Boys,
1743,0.0877,527,287027,578,0.0,7,155,-6012,0,0.0283,162.11,3.0,0.35,0,I'll Never Break Your Heart,Backstreet Boys,
1744,0.0563,729,274827,561,0.0,1,0.0657,-7162,1,28,95981,4.0,395,0,All I Have to Give,Backstreet Boys,
1745,117,697,203600,856,0.0,10,287,-4439,0,0.0752,104202,4.0,732,0,The Call,Backstreet Boys,
1746,0.24,683,213027,687,0.0,6,131,-5833,0,0.0274,99035,4.0,486,0,I Want It That Way,Backstreet Boys,
1747,245,634,234587,624,0.0,6,0.0767,-5095,0,0.0255,167992,4.0,668,0,Show Me the Meaning of Being Lonely,Backstreet Boys,
1748,252,571,230280,0.77,0.0,9,154,-5.46,1,0.03,96.09,4.0,529,0,Shape of My Heart,Backstreet Boys,
1749,0.0522,862,301520,479,0.00126,7,589,-9199,1,0.0646,109878,4.0,919,0,I'll Be Missing You (feat. 112),Diddy,
1750,397,0.66,268800,707,0.0,6,211,-5758,1,208,89279,4.0,779,0,I Need A Girl (Part One) (feat. Usher & Loon),Diddy,
1751,0.31,596,232573,661,0.0,5,0.0847,-6239,0,226,129491,5.0,864,0,Where the Party At,Jagged Edge,
1752,0.26,725,296693,487,1.09e-05,8,431,-5959,0,0.0368,136086,4.0,595,0,I Wanna Know,Joe,
1753,0.00819,651,232227,645,0.0,1,0.0919,-6741,1,223,96394,4.0,668,0,Stay,Ne-Yo,
1754,273,699,207187,592,0.0,6,202,-8298,1,262,94933,4.0,587,0,So Sick,Ne-Yo,
1755,304,654,222000,564,0.0,6,107,-7186,1,235,86948,4.0,458,0,When You're Mad,Ne-Yo,
1756,265,622,220853,503,0.000473,8,0.0596,-6417,1,0.0433,93984,4.0,0.6,0,Sexy Love,Ne-Yo,
1757,117,634,331240,528,2.26e-06,1,0.0565,-8834,1,0.0309,128.0,4.0,187,0,All My Life,K-Ci & JoJo,
1758,0.0786,779,254067,711,2.4e-05,0,373,-4054,1,144,96472,4.0,857,0,Take Me There - Remix,Blackstreet,
1759,0.0058,686,267947,952,0.00333,9,283,-5169,1,0.0458,104889,4.0,641,0,MMMBop,Hanson,
1760,0.0565,0.78,236827,0.69,8.19e-05,1,0.0716,-4958,0,0.0445,98002,4.0,327,0,Case Of The Ex (Whatcha Gonna Do),Mýa,
1761,207,833,209490,677,3.92e-06,4,286,-6413,1,103,132876,4.0,731,0,My Love Is Like...Wo - Main Mix/Album Version,Mýa,
1762,0.00373,592,250173,562,3.23e-05,10,223,-6869,0,0.0239,90.16,4.0,0.2,0,Angel of Mine - Radio Mix,Monica,
1763,243,652,294867,473,0.0,0,134,-7981,0,0.0313,123208,4.0,0.36,0,For You I Will,Monica,
1764,0.0862,621,230733,579,0.0,9,0.0827,-8574,1,221,82897,4.0,415,0,Two Wrongs,Wyclef Jean,
1765,0.0925,685,257173,784,0.0,9,314,-4971,1,0.11,90.89,4.0,734,0,Take Me As I Am,Wyclef Jean,
